,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side
1468,2,0,1,30,0,0.0,1376.0,43.0,0.0,1460.0,True,5,96,1
1469,1,1,1,37,0,0.0,0.0,0.0,0.0,0.0,False,7,240,0
1470,2,0,1,45,0,0.0,1389.0,0.0,2987.0,0.0,False,1,18,0
1471,1,0,1,62,0,877.0,15.0,0.0,0.0,1.0,False,7,247,1
1472,1,0,1,38,0,0.0,1.0,45.0,0.0,837.0,False,7,242,0
1473,1,0,3,24,0,1030.0,0.0,0.0,0.0,1122.0,False,6,305,1
1474,1,0,1,18,0,341.0,0.0,332.0,102.0,0.0,False,6,306,1
1475,3,1,1,23,0,0.0,0.0,0.0,0.0,0.0,False,6,303,0
1476,1,0,2,16,0,0.0,1519.0,0.0,0.0,766.0,False,6,304,0
1477,2,1,1,37,0,0.0,0.0,0.0,0.0,0.0,True,2,53,1
1480,3,1,1,25,0,0.0,0.0,0.0,0.0,0.0,True,6,308,1
1482,1,0,1,25,0,4.0,0.0,146.0,723.0,0.0,False,6,309,1
1483,3,0,1,55,0,938.0,0.0,82.0,0.0,162.0,False,4,56,0
1484,3,0,1,28,0,641.0,0.0,372.0,0.0,16.0,False,5,97,1
1486,1,0,1,22,0,0.0,24.0,0.0,176.0,783.0,False,5,98,1
1487,1,0,3,26,0,333.0,1819.0,0.0,1.0,0.0,True,6,311,1
1488,1,0,1,13,0,0.0,0.0,8.0,0.0,714.0,False,7,246,0
1489,1,0,1,18,0,428.0,0.0,36.0,0.0,424.0,False,7,246,0
1490,3,1,1,38,0,0.0,0.0,0.0,0.0,0.0,True,6,312,1
1492,1,0,1,57,0,433.0,0.0,0.0,371.0,0.0,False,6,314,1
1494,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,True,7,252,1
1495,2,1,1,25,0,0.0,0.0,0.0,0.0,0.0,True,5,99,1
1496,2,0,3,35,0,0.0,17394.0,0.0,724.0,0.0,True,5,99,1
1497,2,0,1,37,0,0.0,1336.0,2.0,12.0,7.0,True,4,57,0
1498,2,0,3,33,0,0.0,26.0,1.0,33.0,2439.0,False,4,57,0
1499,2,0,1,35,0,305.0,3621.0,0.0,320.0,341.0,True,3,60,0
1500,2,0,3,47,0,16.0,2127.0,1487.0,0.0,196.0,True,3,60,0
1501,1,0,1,23,0,5.0,51.0,0.0,732.0,0.0,False,5,114,0
1504,2,1,1,23,0,0.0,0.0,0.0,0.0,0.0,True,2,54,1
1507,2,1,3,53,0,0.0,0.0,0.0,0.0,0.0,True,3,58,1
1508,1,0,1,37,0,22.0,5.0,0.0,747.0,0.0,False,7,255,1
1509,1,0,1,18,0,0.0,0.0,0.0,2681.0,55.0,False,6,307,0
1510,1,0,1,42,0,0.0,594.0,0.0,0.0,119.0,False,6,317,1
1511,1,1,1,7,0,0.0,0.0,0.0,0.0,0.0,True,7,256,1
1512,1,0,3,7,0,0.0,0.0,0.0,0.0,0.0,True,7,256,1
1513,1,0,1,24,0,2.0,3.0,0.0,616.0,161.0,False,7,257,1
1514,2,0,1,20,0,13.0,817.0,0.0,1435.0,22.0,True,5,116,0
1515,1,0,1,24,0,1158.0,193.0,798.0,2.0,0.0,False,6,319,1
1516,1,0,1,42,0,0.0,865.0,0.0,0.0,44.0,True,7,248,0
1517,2,0,1,49,0,0.0,3750.0,0.0,2.0,341.0,True,5,101,1
1518,2,1,1,47,0,0.0,0.0,0.0,0.0,0.0,True,5,101,1
1520,3,0,1,26,1,432.0,0.0,965.0,35.0,0.0,False,6,321,1
1521,1,0,1,24,0,0.0,0.0,6.0,685.0,0.0,False,6,322,1
1523,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,7,259,1
1524,3,0,2,37,0,295.0,1575.0,19.0,515.0,0.0,False,4,53,1
1525,1,1,1,39,0,0.0,0.0,0.0,0.0,0.0,True,7,249,0
1526,1,0,3,25,0,553.0,0.0,1.0,239.0,8.0,True,6,308,0
1527,1,0,2,25,0,172.0,129.0,41.0,0.0,341.0,False,6,308,0
1528,3,1,1,35,0,0.0,0.0,0.0,0.0,0.0,True,6,323,1
1530,1,0,3,46,0,612.0,0.0,62.0,0.0,0.0,True,7,250,0
1532,2,1,3,19,0,0.0,0.0,0.0,0.0,0.0,True,3,59,1
1533,2,0,1,29,0,0.0,930.0,0.0,2113.0,98.0,False,3,59,1
1535,2,1,1,47,0,0.0,0.0,0.0,0.0,0.0,True,2,71,0
1536,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,True,7,252,0
1537,1,1,1,4,0,0.0,0.0,0.0,0.0,0.0,False,7,252,0
1538,1,0,1,37,0,0.0,27.0,11.0,732.0,5.0,False,6,309,0
1539,1,0,1,61,0,1215.0,32.0,0.0,0.0,362.0,False,5,118,0
1542,1,1,1,16,0,0.0,0.0,0.0,0.0,0.0,True,7,261,1
1543,1,1,3,25,0,0.0,0.0,0.0,0.0,0.0,False,7,253,0
1545,1,0,1,41,0,139.0,666.0,6.0,71.0,25.0,False,7,254,0
1546,1,1,1,25,0,0.0,0.0,0.0,0.0,0.0,True,7,255,0
1547,1,0,1,19,0,414.0,0.0,66.0,307.0,0.0,False,5,119,0
1548,1,0,1,21,0,305.0,0.0,1.0,618.0,2.0,True,7,262,1
1549,1,0,3,14,0,0.0,2.0,0.0,0.0,794.0,False,6,327,1
1551,1,0,1,34,0,0.0,0.0,885.0,0.0,0.0,True,7,264,1
1552,1,0,1,33,0,954.0,0.0,10.0,3.0,2.0,False,6,328,1
1553,1,1,3,14,0,0.0,0.0,0.0,0.0,0.0,False,7,265,1
1554,1,1,3,28,0,0.0,0.0,0.0,0.0,0.0,True,7,258,0
1556,1,0,3,3,0,0.0,0.0,0.0,0.0,0.0,True,7,266,1
1557,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,True,7,266,1
1560,1,0,1,40,0,0.0,807.0,0.0,0.0,0.0,True,6,310,0
1562,1,0,1,21,0,0.0,0.0,218.0,109.0,5321.0,False,7,267,1
1564,1,0,1,41,0,0.0,82.0,3.0,0.0,718.0,False,6,313,0
1566,2,0,1,56,0,0.0,0.0,0.0,0.0,0.0,False,1,20,0
1567,2,0,1,57,0,0.0,62.0,0.0,2136.0,178.0,False,1,20,0
1568,2,1,1,48,0,0.0,0.0,0.0,0.0,0.0,True,1,20,0
1570,1,0,2,20,0,127.0,0.0,0.0,542.0,0.0,False,6,314,0
1571,1,1,2,36,0,0.0,0.0,0.0,0.0,0.0,True,7,268,1
1573,1,0,1,22,0,2.0,0.0,6.0,101.0,536.0,False,6,316,0
1574,3,0,1,31,0,2436.0,0.0,147.0,16.0,0.0,False,6,317,0
1575,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,True,6,317,0
1576,3,0,3,21,0,1481.0,0.0,881.0,0.0,0.0,False,6,317,0
1577,1,0,1,49,0,0.0,67.0,213.0,2.0,1442.0,False,7,269,1
1578,1,1,1,44,0,0.0,0.0,0.0,0.0,0.0,False,7,269,1
1580,1,0,1,29,0,7.0,0.0,0.0,797.0,0.0,False,6,318,0
1581,1,0,3,16,0,876.0,0.0,5.0,1.0,16.0,False,6,330,1
1583,1,1,1,26,0,0.0,0.0,0.0,0.0,0.0,False,7,270,1
1585,1,0,1,34,0,1.0,89.0,0.0,793.0,0.0,False,7,261,0
1586,3,1,1,38,0,0.0,0.0,0.0,0.0,0.0,True,6,331,1
1588,1,0,3,7,0,0.0,0.0,0.0,0.0,0.0,False,7,272,1
1589,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,True,7,272,1
1590,3,0,1,26,1,714.0,450.0,208.0,0.0,44.0,False,6,334,1
1591,1,0,1,27,0,233.0,554.0,0.0,0.0,0.0,False,5,124,0
1594,1,0,1,28,0,0.0,26.0,88.0,5.0,754.0,False,6,335,1
1595,3,0,1,27,0,3482.0,1234.0,1155.0,0.0,0.0,False,6,321,0
1597,1,0,1,26,0,324.0,0.0,201.0,2.0,256.0,False,7,264,0
1598,2,0,1,43,0,0.0,760.0,17.0,15331.0,427.0,False,2,55,1
1601,1,0,3,47,0,0.0,574.0,0.0,0.0,68.0,True,6,336,1
1602,2,1,1,17,0,0.0,0.0,0.0,0.0,0.0,True,2,74,0
1603,2,0,1,64,0,0.0,4.0,0.0,6200.0,622.0,False,2,74,0
1604,3,0,1,13,0,1112.0,0.0,687.0,0.0,3.0,False,4,60,0
1605,3,0,3,18,0,86.0,1164.0,516.0,0.0,0.0,True,4,60,0
1606,3,0,1,29,1,0.0,0.0,0.0,0.0,0.0,False,5,126,0
1607,1,0,2,70,0,0.0,3.0,1.0,2.0,1290.0,False,6,338,1
1608,3,0,1,23,0,31.0,0.0,1247.0,0.0,47.0,False,6,326,0
1609,3,0,1,23,0,2210.0,0.0,89.0,0.0,0.0,True,4,61,0
1611,3,0,1,17,0,1744.0,0.0,136.0,8.0,8.0,False,5,127,0
1612,3,1,1,26,0,0.0,0.0,0.0,0.0,0.0,True,6,326,0
1613,3,0,1,15,0,1554.0,0.0,646.0,20.0,1241.0,False,4,61,0
1614,3,0,1,19,0,285.0,54.0,1246.0,102.0,0.0,False,6,326,0
1615,1,1,2,20,0,0.0,0.0,0.0,0.0,0.0,True,7,276,1
1618,3,0,1,27,0,103.0,1.0,49.0,2421.0,24.0,False,6,339,1
1619,1,0,1,43,0,84.0,726.0,2.0,0.0,0.0,False,7,277,1
1620,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,False,7,265,0
1621,1,1,1,17,0,0.0,0.0,0.0,0.0,0.0,False,7,266,0
1622,1,0,1,40,0,813.0,0.0,473.0,236.0,0.0,True,5,105,1
1623,1,0,1,38,0,4.0,0.0,0.0,0.0,1679.0,False,5,105,1
1626,1,0,1,15,0,320.0,36.0,5.0,0.0,640.0,False,6,341,1
1628,2,0,3,59,0,8.0,1563.0,0.0,73.0,31.0,True,1,21,0
1629,1,0,1,24,0,0.0,201.0,0.0,0.0,603.0,False,6,328,0
1631,3,0,3,52,0,1279.0,0.0,1061.0,359.0,0.0,False,4,54,1
1632,1,0,1,38,0,553.0,0.0,0.0,87.0,243.0,False,7,280,1
1633,1,0,1,26,0,21.0,0.0,499.0,568.0,0.0,True,6,343,1
1634,1,0,3,17,0,68.0,0.0,0.0,0.0,795.0,True,5,106,1
1635,1,1,2,17,0,0.0,0.0,0.0,0.0,0.0,True,7,281,1
1636,1,0,3,20,0,1.0,808.0,0.0,0.0,0.0,True,7,281,1
1637,1,0,1,15,0,1336.0,108.0,0.0,0.0,0.0,False,6,344,1
1638,1,1,1,30,0,0.0,0.0,0.0,0.0,0.0,True,7,283,1
1639,1,1,2,22,0,0.0,0.0,0.0,0.0,0.0,False,7,284,1
1641,1,1,3,22,0,0.0,0.0,0.0,0.0,0.0,True,7,268,0
1642,1,1,2,20,0,0.0,0.0,0.0,0.0,0.0,True,7,269,0
1643,1,0,1,22,0,762.0,13.0,10.0,0.0,0.0,False,7,270,0
1644,3,0,2,34,1,49.0,478.0,387.0,0.0,0.0,False,4,55,1
1646,3,1,1,50,0,0.0,0.0,0.0,0.0,0.0,True,6,331,0
1647,1,0,3,19,0,0.0,0.0,496.0,13.0,0.0,True,7,271,0
1648,1,0,1,21,0,0.0,0.0,0.0,2.0,807.0,False,7,287,1
1649,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,False,7,287,1
1650,1,0,1,4,0,0.0,0.0,0.0,0.0,0.0,True,7,287,1
1651,1,1,2,59,0,0.0,0.0,0.0,0.0,0.0,False,7,288,1
1652,1,0,3,15,0,1006.0,1.0,0.0,0.0,308.0,True,6,333,0
1653,1,1,1,24,0,0.0,0.0,0.0,0.0,0.0,True,7,272,0
1654,1,1,1,26,0,0.0,0.0,0.0,0.0,0.0,False,7,273,0
1655,1,0,1,67,0,26.0,809.0,0.0,39.0,26.0,False,6,334,0
1656,1,0,1,55,0,587.0,0.0,0.0,318.0,3.0,False,7,274,0
1657,1,0,1,50,0,742.0,21.0,10.0,26.0,4.0,False,6,336,0
1658,1,0,3,23,0,145.0,490.0,17.0,49.0,1.0,False,6,347,1
1659,1,0,2,21,0,2400.0,7.0,0.0,20.0,0.0,True,5,132,0
1661,2,0,1,41,0,0.0,3240.0,0.0,59.0,0.0,True,5,133,0
1662,3,1,1,59,0,0.0,0.0,0.0,0.0,0.0,True,6,337,0
1663,3,0,1,18,0,0.0,0.0,0.0,0.0,0.0,False,5,134,0
1664,1,0,3,21,0,112.0,0.0,0.0,0.0,1333.0,False,6,338,0
1665,2,1,3,14,0,0.0,0.0,0.0,0.0,0.0,True,3,65,0
1666,2,0,1,50,0,3677.0,782.0,0.0,6.0,1168.0,True,3,65,0
1667,2,0,1,32,0,2973.0,3368.0,124.0,57.0,42.0,True,3,65,0
1668,2,1,1,46,0,0.0,0.0,0.0,0.0,0.0,True,3,65,0
1670,3,1,1,58,0,0.0,0.0,0.0,0.0,0.0,True,6,339,0
1671,2,1,3,15,0,0.0,0.0,0.0,0.0,0.0,True,2,75,0
1673,3,0,1,30,0,1220.0,0.0,49.0,39.0,0.0,False,6,348,1
1674,3,1,1,30,0,0.0,0.0,0.0,0.0,0.0,True,5,135,0
1675,1,0,1,43,0,0.0,0.0,870.0,0.0,14.0,True,7,277,0
1676,1,0,1,21,0,0.0,0.0,809.0,0.0,0.0,False,7,278,0
1677,1,1,2,15,0,0.0,0.0,0.0,0.0,0.0,False,7,279,0
1678,1,0,3,37,0,164.0,603.0,0.0,0.0,11.0,True,6,349,1
1679,2,0,3,28,0,0.0,11026.0,0.0,0.0,12.0,True,3,66,0
1682,1,0,3,42,0,28.0,0.0,0.0,0.0,591.0,False,7,281,0
1685,1,0,1,51,0,28.0,94.0,0.0,34.0,638.0,False,6,342,0
1686,3,0,1,73,0,27.0,2.0,71.0,1208.0,0.0,False,6,352,1
1688,2,1,3,33,0,0.0,0.0,0.0,0.0,0.0,True,2,57,1
1689,1,0,1,39,0,1.0,275.0,33.0,376.0,105.0,False,5,137,0
1691,1,0,3,12,0,0.0,0.0,0.0,0.0,0.0,True,7,283,0
1692,1,1,3,10,0,0.0,0.0,0.0,0.0,0.0,False,7,283,0
1693,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,False,7,283,0
1694,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,7,283,0
1695,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,True,7,283,0
1696,1,0,1,33,0,0.0,0.0,2.0,787.0,1.0,False,5,109,1
1697,1,0,3,23,0,0.0,169.0,0.0,553.0,0.0,False,6,354,1
1698,3,1,1,5,0,0.0,0.0,0.0,0.0,0.0,True,6,355,1
1699,1,1,1,24,0,0.0,0.0,0.0,0.0,0.0,True,7,284,0
1700,3,0,1,26,0,0.0,0.0,0.0,0.0,0.0,False,5,138,0
1701,2,0,3,30,0,0.0,3722.0,4.0,140.0,4045.0,False,2,58,1
1702,1,0,1,33,0,0.0,763.0,8.0,2.0,30.0,False,6,346,0
1703,3,0,1,56,0,4694.0,0.0,2661.0,51.0,0.0,False,6,356,1
1704,1,1,2,25,0,0.0,0.0,0.0,0.0,0.0,True,7,285,0
1707,1,0,3,18,0,0.0,0.0,454.0,0.0,263.0,False,6,358,1
1708,2,0,1,60,1,1891.0,640.0,0.0,360.0,52.0,True,3,68,0
1709,2,0,1,41,0,0.0,2334.0,1.0,6.0,23.0,True,3,68,0
1710,1,0,2,16,0,112.0,0.0,38.0,77.0,443.0,False,6,349,0
1711,1,1,1,17,0,0.0,0.0,0.0,0.0,0.0,True,7,297,1
1713,1,0,1,31,0,2.0,811.0,0.0,0.0,0.0,True,7,299,1
1716,1,0,3,24,0,0.0,94.0,1.0,56.0,427.0,False,6,352,0
1719,2,0,1,30,0,1.0,6398.0,0.0,2.0,295.0,True,4,56,1
1720,2,0,1,22,0,0.0,8882.0,21.0,2204.0,19.0,True,4,56,1
1721,2,0,1,28,1,0.0,4424.0,3.0,207.0,1572.0,True,4,56,1
1722,2,1,3,23,0,0.0,0.0,0.0,0.0,0.0,True,4,56,1
1723,2,0,1,29,0,0.0,699.0,0.0,0.0,1955.0,False,4,56,1
1725,2,0,3,48,0,140.0,127.0,0.0,4102.0,521.0,False,3,61,1
1727,1,0,1,23,0,1639.0,1218.0,0.0,1.0,0.0,True,6,362,1
1728,1,0,1,55,0,1104.0,0.0,0.0,0.0,0.0,False,6,365,1
1730,1,0,2,38,0,0.0,0.0,0.0,0.0,1381.0,False,6,355,0
1731,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,True,7,289,0
1732,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,True,7,289,0
1733,1,0,1,20,0,0.0,0.0,0.0,788.0,16.0,False,6,366,1
1736,1,0,1,25,0,113.0,0.0,0.0,1282.0,0.0,False,6,367,1
1737,1,0,2,54,0,0.0,316.0,257.0,0.0,0.0,False,6,356,0
1738,1,0,3,25,0,0.0,0.0,1.0,735.0,25.0,False,6,356,0
1739,1,1,1,14,0,0.0,0.0,0.0,0.0,0.0,True,7,302,1
1740,2,0,3,53,0,0.0,13527.0,0.0,0.0,771.0,True,1,22,0
1741,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,True,7,303,1
1742,1,0,1,39,0,0.0,43.0,864.0,0.0,85.0,False,5,113,1
1743,1,0,1,22,0,8.0,710.0,0.0,27.0,0.0,True,6,368,1
1744,3,0,3,31,0,120.0,0.0,657.0,52.0,0.0,False,4,63,0
1746,2,0,1,35,1,0.0,1.0,0.0,0.0,3156.0,False,1,13,1
1747,2,0,3,35,0,95.0,3441.0,0.0,391.0,318.0,False,1,13,1
1748,3,1,1,32,0,0.0,0.0,0.0,0.0,0.0,True,6,358,0
1749,3,0,1,61,0,953.0,415.0,974.0,0.0,133.0,False,6,358,0
1750,1,0,3,58,0,14.0,0.0,1081.0,0.0,0.0,True,6,370,1
1753,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,False,7,292,0
1754,1,0,1,8,0,0.0,0.0,0.0,0.0,0.0,True,7,292,0
1758,1,0,1,29,0,0.0,0.0,0.0,0.0,865.0,False,6,371,1
1759,3,1,1,64,0,0.0,0.0,0.0,0.0,0.0,True,6,372,1
1761,3,1,1,25,0,0.0,0.0,0.0,0.0,0.0,False,5,139,0
1763,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,False,7,305,1
1765,1,0,1,37,0,28.0,25.0,26.0,806.0,3.0,False,7,306,1
1766,1,0,1,49,0,0.0,0.0,0.0,724.0,0.0,False,6,375,1
1767,2,0,1,36,0,0.0,583.0,1789.0,19.0,1009.0,False,4,58,1
1768,1,0,3,20,0,470.0,128.0,0.0,0.0,9.0,False,6,376,1
1769,1,0,1,20,0,2215.0,0.0,0.0,86.0,0.0,True,6,377,1
1772,3,1,1,48,0,0.0,0.0,0.0,0.0,0.0,False,5,140,0
1773,1,0,1,26,0,0.0,3.0,176.0,611.0,0.0,False,5,141,0
1774,1,0,1,35,0,0.0,88.0,718.0,46.0,0.0,False,7,295,0
1775,1,0,1,30,0,116.0,0.0,0.0,728.0,29.0,True,6,361,0
1776,1,0,1,22,0,0.0,0.0,22.0,0.0,702.0,False,6,378,1
1777,1,1,1,5,0,0.0,0.0,0.0,0.0,0.0,False,7,307,1
1778,1,1,3,43,0,0.0,0.0,0.0,0.0,0.0,False,7,308,1
1780,2,0,1,50,0,5.0,809.0,0.0,309.0,731.0,True,4,59,1
1782,2,0,3,19,0,0.0,748.0,158.0,5037.0,44.0,False,4,59,1
1783,2,0,3,39,0,0.0,10153.0,1.0,78.0,5063.0,True,3,72,0
1784,2,0,1,38,0,0.0,354.0,0.0,1806.0,0.0,True,3,72,0
1786,1,0,2,25,0,11.0,44.0,397.0,0.0,0.0,False,7,297,0
1787,2,1,3,42,0,0.0,0.0,0.0,0.0,0.0,True,1,14,1
1788,2,1,3,36,0,0.0,0.0,0.0,0.0,0.0,True,1,14,1
1789,1,0,1,19,0,42.0,0.0,345.0,1431.0,0.0,False,7,298,0
1790,1,1,1,42,0,0.0,0.0,0.0,0.0,0.0,False,7,309,1
1791,1,0,3,40,0,1465.0,39.0,0.0,0.0,1225.0,False,6,364,0
1792,1,1,1,14,0,0.0,0.0,0.0,0.0,0.0,False,7,299,0
1794,3,0,1,18,0,1218.0,0.0,34.0,1095.0,0.0,False,5,115,1
1795,1,0,1,46,0,8.0,652.0,0.0,5.0,90.0,False,7,300,0
1797,2,1,1,15,0,0.0,0.0,0.0,0.0,0.0,True,4,61,1
1799,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,False,1,23,0
1800,2,1,1,52,0,0.0,0.0,0.0,0.0,0.0,True,1,23,0
1801,2,0,1,38,0,34.0,2043.0,0.0,1339.0,0.0,True,1,23,0
1802,3,0,1,46,0,731.0,0.0,288.0,0.0,2.0,False,5,117,1
1803,1,1,3,23,0,0.0,0.0,0.0,0.0,0.0,False,7,303,0
1804,2,0,1,63,0,0.0,4286.0,18.0,4.0,872.0,True,3,65,1
1805,2,1,3,24,0,0.0,0.0,0.0,0.0,0.0,True,3,65,1
1806,1,1,1,50,0,0.0,0.0,0.0,0.0,0.0,False,7,304,0
1808,3,0,1,55,0,2424.0,0.0,1.0,0.0,284.0,False,4,66,0
1809,1,0,2,21,0,0.0,0.0,107.0,166.0,388.0,True,5,144,0
1810,2,1,3,56,0,0.0,0.0,0.0,0.0,0.0,True,3,73,0
1812,1,1,3,18,0,0.0,0.0,0.0,0.0,0.0,False,7,307,0
1813,1,0,1,47,0,7.0,877.0,17.0,0.0,0.0,False,6,368,0
1814,1,0,1,36,0,0.0,0.0,1508.0,110.0,117.0,True,6,369,0
1815,3,0,1,57,1,975.0,0.0,295.0,39.0,0.0,False,6,385,1
1816,3,0,1,13,0,3037.0,10.0,43.0,0.0,0.0,False,4,62,1
1817,3,0,1,27,0,120.0,0.0,1476.0,3.0,0.0,False,6,386,1
1818,1,0,1,20,0,717.0,0.0,0.0,0.0,0.0,False,6,370,0
1820,1,0,1,15,0,0.0,0.0,787.0,0.0,0.0,False,5,120,1
1821,1,0,1,34,0,0.0,0.0,53.0,731.0,0.0,False,7,313,1
1822,1,0,1,21,0,942.0,0.0,0.0,0.0,7.0,False,6,372,0
1823,1,0,1,51,0,0.0,0.0,0.0,101.0,1357.0,False,6,374,0
1825,1,0,1,58,0,0.0,0.0,0.0,0.0,717.0,False,6,387,1
1828,1,1,1,25,0,0.0,0.0,0.0,0.0,0.0,False,7,309,0
1829,2,1,1,15,0,0.0,0.0,0.0,0.0,0.0,True,3,66,1
1831,2,0,3,29,0,0.0,433.0,4899.0,393.0,260.0,True,3,66,1
1832,1,1,1,36,0,0.0,0.0,0.0,0.0,0.0,True,5,122,1
1833,1,0,2,21,0,0.0,0.0,677.0,4.0,0.0,True,5,122,1
1834,1,0,1,35,0,302.0,6.0,0.0,6.0,613.0,True,7,315,1
1835,1,0,1,24,0,3.0,361.0,94.0,824.0,160.0,False,6,390,1
1836,1,0,3,2,0,0.0,0.0,0.0,0.0,0.0,False,7,316,1
1838,1,0,1,43,0,0.0,0.0,0.0,1200.0,17.0,False,6,391,1
1841,1,1,2,38,0,0.0,0.0,0.0,0.0,0.0,True,7,319,1
1843,1,0,2,54,0,3.0,0.0,56.0,633.0,0.0,False,6,375,0
1844,2,1,3,39,0,0.0,0.0,0.0,0.0,0.0,True,1,24,0
1845,3,0,1,41,0,3702.0,0.0,1.0,0.0,18.0,False,4,63,1
1846,1,0,1,22,0,0.0,0.0,0.0,10.0,761.0,False,7,310,0
1849,2,1,3,26,1,0.0,0.0,0.0,0.0,0.0,True,2,82,0
1850,2,0,1,39,0,1.0,2972.0,0.0,3175.0,1.0,False,2,82,0
1851,2,1,3,15,0,0.0,0.0,0.0,0.0,0.0,True,2,82,0
1852,2,1,1,64,0,0.0,0.0,0.0,0.0,0.0,True,2,82,0
1853,2,1,1,25,0,0.0,0.0,0.0,0.0,0.0,True,2,82,0
1854,3,1,1,35,0,0.0,0.0,0.0,0.0,0.0,True,6,393,1
1856,1,0,1,26,0,401.0,0.0,693.0,62.0,0.0,False,6,376,0
1857,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,True,7,312,0
1858,1,0,1,29,0,1434.0,5.0,0.0,0.0,0.0,False,7,312,0
1859,1,1,1,44,0,0.0,0.0,0.0,0.0,0.0,True,7,312,0
1860,1,0,1,27,0,196.0,602.0,0.0,0.0,198.0,False,5,124,1
1861,1,0,2,17,0,414.0,0.0,139.0,28.0,173.0,False,7,320,1
1863,3,1,3,19,0,0.0,0.0,0.0,0.0,0.0,True,6,394,1
1864,1,1,1,44,0,0.0,0.0,0.0,0.0,0.0,False,7,321,1
1866,1,0,1,22,0,213.0,85.0,352.0,12.0,1.0,True,5,146,0
1868,1,0,1,31,0,1062.0,0.0,802.0,71.0,0.0,False,6,380,0
1869,1,0,1,17,0,0.0,0.0,249.0,537.0,5.0,True,5,125,1
1870,1,0,2,30,0,231.0,0.0,0.0,274.0,26.0,False,7,314,0
1871,1,0,1,15,0,12.0,25.0,197.0,631.0,0.0,False,6,381,0
1873,1,0,1,55,0,373.0,1.0,1.0,496.0,0.0,False,6,383,0
1874,2,0,3,28,0,5.0,2676.0,13.0,0.0,157.0,True,3,76,0
1875,1,0,1,33,0,673.0,194.0,548.0,59.0,40.0,False,6,396,1
1878,1,0,1,4,0,0.0,0.0,0.0,0.0,0.0,False,7,317,0
1879,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,False,7,317,0
1880,2,0,3,30,0,0.0,5734.0,0.0,5.0,1.0,True,1,25,0
1881,2,0,1,31,0,0.0,0.0,0.0,0.0,0.0,False,2,59,1
1882,2,1,1,17,0,0.0,0.0,0.0,0.0,0.0,True,2,59,1
1883,2,1,3,40,0,0.0,0.0,0.0,0.0,0.0,True,2,59,1
1886,2,0,3,30,1,1250.0,865.0,0.0,3725.0,5416.0,False,2,60,1
1887,1,0,1,17,0,0.0,0.0,0.0,0.0,804.0,False,6,398,1
1888,1,0,1,19,0,1139.0,18.0,0.0,0.0,671.0,True,6,387,0
1889,2,0,3,22,0,0.0,5183.0,0.0,1080.0,2.0,True,2,83,0
1891,1,0,2,36,0,0.0,809.0,0.0,86.0,0.0,False,6,390,0
1893,1,0,3,17,0,44.0,1535.0,10.0,51.0,0.0,True,5,150,0
1895,1,1,2,15,0,0.0,0.0,0.0,0.0,0.0,True,7,323,0
1896,1,0,1,20,0,0.0,4.0,429.0,0.0,287.0,False,7,323,0
1897,1,0,3,19,0,30.0,1.0,1051.0,0.0,6.0,True,6,399,1
1898,1,0,2,24,0,662.0,0.0,0.0,0.0,9.0,False,6,391,0
1899,1,0,3,43,0,0.0,6.0,730.0,1.0,0.0,False,6,400,1
1900,3,1,1,26,0,0.0,0.0,0.0,0.0,0.0,True,6,402,1
1901,1,0,1,42,0,399.0,75.0,38.0,771.0,0.0,False,6,393,0
1902,1,0,1,21,0,6.0,133.0,503.0,0.0,2.0,False,6,404,1
1903,2,1,1,50,0,0.0,0.0,0.0,0.0,0.0,True,2,85,0
1904,2,1,1,25,0,0.0,0.0,0.0,0.0,0.0,True,2,85,0
1906,1,0,1,50,0,0.0,0.0,0.0,785.0,19.0,False,6,394,0
1910,1,1,3,30,0,0.0,0.0,0.0,0.0,0.0,False,7,328,1
1912,3,0,1,31,0,162.0,1211.0,4.0,0.0,1.0,True,5,151,0
1913,2,0,3,26,0,281.0,741.0,13.0,0.0,4724.0,False,3,68,1
1918,1,0,1,6,0,0.0,0.0,0.0,0.0,0.0,True,7,330,1
1919,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,True,7,330,1
1920,1,1,1,11,0,0.0,0.0,0.0,0.0,0.0,False,7,330,1
