,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_qrs_morph4,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval
6707,408,397.0,0.004407204831045,-0.3419597012438242,0.5527937572541815,-0.4596912925659997,-0.0049491896572155,52,9,68,0.1809316529896287,-0.0219199509682282,0.0259209942257591,0.2584099064827199,0.0112685049714802,-0.0247524968014894,43,6,55,6
7337,181,312.0,0.5506831186614349,1.0852393179246804,1.0600228995399767,1.0600228995399767,0.2971528911931277,25,50,77,0.9021867318794388,-0.1097424486616735,0.7550542569178003,-0.7393030163425688,-0.7916153865489451,-0.7393030163425688,4,17,55,34
15315,123,258.0,0.203660347641406,0.3940885634352625,-0.300290618176718,-0.4777558945254597,-0.300290618176718,4,7,35,-0.4720471121112798,0.0374585598958367,0.4171169939271067,0.3552495231336854,0.3552495231336854,-0.1220014913564473,13,18,34,3
7333,184,341.0,0.2654015933243937,1.0640511740972154,1.0211847232186864,1.0211847232186864,0.2228646761163249,27,12,42,0.8255115021039506,-0.1107415649396482,0.298840541458057,-0.6855504865025254,-0.6937399689719321,-0.6855504865025254,2,19,43,22
6106,235,237.0,-0.0111488852979602,-0.1264800162418,0.8789424581729917,-0.3271684663690249,-0.0286791243732466,21,5,33,0.1807114257271395,0.0084733390493638,0.1517299612325874,-0.0444515538615015,-0.2440184426691695,-0.0444515538615015,6,4,18,8
1771,251,250.0,-0.1195543276853721,-0.189198790901757,0.6045848302449511,-0.6548303972440532,-0.1241722330315511,29,4,43,-0.0010684068635068,0.0272538410054236,0.1869617132907631,-0.0018008958229344,-0.0951700478099879,-0.0018008958229344,11,4,25,10
21771,72,265.0,0.854019795054824,1.155958067148905,-0.8459204022612771,-1.8719599602246504,-0.8459204022612771,5,8,46,-1.8101748018620856,-0.2569305798801408,0.7523455602016268,-0.4515082487027446,-0.4515082487027446,-0.4515082487027446,0,18,35,17
6315,268,259.0,0.0182873496770231,0.8031736113730863,0.7926188372944497,0.7926188372944497,-0.0020868633308979,11,6,18,0.5157758699560194,0.0041728126118921,0.0952963582702304,-0.0277893275311985,-0.2044120943738817,-0.0277893275311985,6,3,18,9
15663,215,215.0,0.1230332678916138,0.9974260968606998,0.9899473644548136,0.9899473644548136,-0.1567347487316472,32,16,49,0.1139041531441497,0.0324504742096326,0.6327542893626793,-0.0002790803209578,-0.0002790803209578,-0.0002790803209578,0,5,17,12
14557,416,434.0,0.0326186585115594,-0.4571131090679234,0.9368571158686037,-0.5111433386588813,-0.0431331037458379,51,14,71,0.7483693486310392,0.0250758189489544,0.3357524600483423,-0.807371873307068,-0.8245118815907237,-0.807371873307068,1,13,27,13
10620,232,170.0,-0.1146275726883836,0.6825649005257256,1.5050922291910418,-1.0738323684542772,-0.1154741516032313,49,2,144,0.4654449756849434,-0.025336138991837,0.88472924619371,-0.365069276884569,-0.365069276884569,-0.365069276884569,0,19,34,15
16175,202,201.0,1.985855465192335,1.1465113392280613,1.9771713483077853,-2.391105054480685,1.9771713483077853,28,1,109,-1.3602541999431723,0.2129287089616613,2.325553642407841,-1.1314694952240236,-1.1314694952240236,-2.870423378919717,15,14,50,21
8139,211,228.0,0.1269826789415621,0.4520607262703116,1.182069201936847,-1.3647103496964317,0.0010869839882759,47,12,140,0.8095786676131402,0.1333239003605559,0.6928999591963287,-0.7242392889685566,-0.7242392889685566,-0.7494684238038746,2,24,47,21
332,188,155.0,0.5346343521613149,-0.000199903447405,-0.0219314100169207,-1.1848443341609227,-0.0219314100169207,7,6,23,-1.0977652396268651,0.0167858568931308,0.3299914818226793,-0.7772679790275084,-0.8819103184363968,-0.7772679790275084,2,9,27,16
3989,246,251.0,-0.0328254394416137,-0.6013054414893919,1.3857076344104595,-0.7730324201826144,-0.1564525803465148,30,8,45,0.110843340779108,0.0711543541510778,0.0270391126037243,0.3044809197826449,-0.1434928577446802,0.0501619227013396,21,6,34,7
14737,152,162.0,0.2805883305012623,0.3024785039590464,0.8062061777323397,-0.7907085133814219,-0.2901202225889077,39,35,149,-0.0739893257109692,0.3270026045446658,0.7288050718845003,-0.1878595669949073,-0.2303954799422664,-0.1878595669949073,2,13,32,17
683,182,463.0,0.3266641048064517,0.6324313297382756,0.4114658961998197,-1.0869385446891855,-0.2266345806978237,57,46,182,0.3956601546150049,-0.0219765978937401,0.5833665226077318,0.0987981484788852,-0.9406483049588146,-0.0332877099374149,22,7,42,13
3865,203,496.0,-0.0043551118497607,1.049358204660493,2.030640445618726,-1.964874191839148,-0.0076803663868292,50,2,151,-0.035167522595582,0.1151056420686234,1.0208002297936096,-0.7592660615735245,-1.4919375655679965,-0.7592660615735245,8,9,48,31
3692,188,469.0,-0.0029462464155268,-0.3460089912980312,2.080932086594028,-2.0613724237878004,-0.0037991176487789,49,2,110,0.1968907892006498,0.1226121018339872,1.018707909908268,-0.7880639146870121,-1.5433921329013869,-0.7880639146870121,7,9,46,30
6866,182,182.0,-0.1748216209738348,0.5162236871206608,-0.6358505121398819,-0.9683031746762032,-0.6358505121398819,5,19,50,-0.94880816267274,-0.0605146936943865,0.5434030584185523,-0.3200125311323775,-0.3599057607106232,-0.3200125311323775,3,18,40,19
7462,193,181.0,0.1304883889442854,1.0992677682396943,1.0351837564854398,1.0351837564854398,0.1125144593693977,21,5,29,0.7941526114208893,-0.0408604374021866,0.6708516132825727,-0.7168968342766563,-0.7614000907641104,-0.7168968342766563,5,17,54,32
8622,45,133.0,-0.0261677855178581,0.8912964519812567,0.8148740937683351,0.8148740937683351,-0.0533529505084867,9,5,15,0.5174049630303823,-0.017371977630153,0.0458808983786692,0.0326196643854061,-0.1705913646149765,-0.0312831759479731,23,8,49,18
1598,244,227.0,-0.0225866710816477,-0.0636856921826023,0.9539621575276094,-1.002402279701494,-0.0970580393815609,37,7,87,-0.2420866213443127,0.0723865648595973,0.5879221307819275,-0.8834286083276623,-1.1299644280666286,-0.8834286083276623,4,12,50,34
10445,254,248.0,-0.0691887076819035,-0.667853556405274,1.529075474877527,-1.2380957811708708,-0.0714600828298054,37,3,49,0.7256013234430251,0.0025976250303284,0.3943313516670767,-0.1125911221612047,-0.7265763243047151,-0.1125911221612047,11,12,43,20
2194,341,322.0,0.0279777761050678,0.2538520391155066,0.1287960530537049,-0.0807453728562107,0.0146297585993832,22,9,37,0.0510093350112418,-0.0203200267061808,1.625318184046784,1.6030783300354985,1.6030783300354985,-0.0356509772839108,27,7,35,1
7814,207,161.0,0.1156418389139284,-0.2273435924786287,1.383987678520279,-0.5085560181262267,-0.0415835566854408,43,19,70,1.2892704971309334,-0.0304148837133985,0.013006161588052,-0.0972510366177179,-0.2103519799611643,-0.0972510366177179,5,5,30,20
22420,204,227.0,0.0546635563120756,-0.3219555194805563,1.297071697598823,-0.5392131722477562,0.0343347337019141,24,5,36,0.1473712753064663,0.0778886258123159,0.5861478660248273,-0.0683564774190364,-0.0683564774190364,-0.0855888218125256,2,15,25,8
8158,198,290.0,0.1479305373221973,0.5347350136811475,1.198833943694474,-1.3646145081895695,0.1069204991276974,60,6,140,-0.2559513113411104,0.0931670566716307,0.6163917142164722,-0.8755867812984182,-1.0006349158327317,-0.8755867812984182,4,18,54,32
9413,187,195.0,-0.005084971968937,0.0374036330879036,0.8786384552788523,-0.7611881287231649,-0.0142104593929268,38,5,54,0.6642943956685902,0.0016419328492387,0.1047196399231868,-0.0227300586573691,-0.3020871984858668,-0.0227300586573691,9,2,26,15
6734,346,334.0,-0.0188362637174689,-0.3411555681298147,0.4670959414977965,-0.3915157647367189,-0.023007570728378,53,5,64,0.1719333238306077,-0.0480238214492934,0.0229465567885059,0.2940549071065682,0.0132437972612949,-0.0517993132468338,44,5,53,4
8393,190,373.0,0.4956688376639971,0.977844337499524,0.9468094639795746,0.9468094639795746,0.1823732680610215,26,61,89,0.7431892656023387,-0.046824568629159,0.3718114083282155,-0.5900630151169473,-0.6545014852520638,-0.5900630151169473,4,18,42,20
22036,219,211.0,0.3193695306956859,0.3496392165766587,1.4135608893097702,-0.9141578958397693,-0.2173984920199134,43,27,161,-0.1159781076242946,0.0972132107745285,0.828988363454366,-0.2187662684852894,-2.021178212514374,-0.2187662684852894,8,4,34,22
10764,180,331.0,0.0853580433078885,0.1120736847121888,0.7036446865814246,-0.7427251498025352,0.0556687944257078,26,6,58,-0.3145416413327987,-0.1151690936116302,0.5920139456512797,-0.4590467247548369,-0.9587855606129262,-0.4590467247548369,6,13,59,40
15082,276,304.0,-0.0096253214376632,0.1578428055515025,0.8827717035219405,-0.5270710077213463,-0.0435395012194542,43,20,148,0.5930486512827469,0.0396572902372246,0.0925973173228821,-0.0912921876259005,-0.2521095464948284,-0.0912921876259005,8,9,29,12
9723,152,242.0,0.0075185643707765,0.2668799017407476,1.5547266692609831,-1.4495978014182265,-0.0046154998185124,36,4,108,-0.1117032673470736,0.0478936984560928,0.2827463886915955,0.1051711618830406,0.0087487425350391,0.0137172205028813,26,11,51,14
2299,305,341.0,0.1532014419641158,1.725173530401819,1.6945640820366392,1.6945640820366392,-0.0577070123875885,41,29,71,0.1635893004449074,-0.0044797459064389,0.0968000625597796,-0.2712431216675793,-0.2952816697509148,-0.2712431216675793,2,9,21,10
18387,169,357.0,0.0726825456992533,0.0594960287459348,0.5084970121748761,-0.0020673208022469,0.0098379137223677,18,6,30,0.1688916821024455,0.0032869799801173,0.1614525216523823,-0.224436008499627,-0.4008434354476864,-0.224436008499627,4,6,21,11
4467,399,409.0,0.2383924378639734,0.4092701010962572,1.9184782936193825,-1.2509509051818384,0.1121824309586978,27,5,145,-0.607984669902814,0.1355536897177369,0.0143213186863611,0.3083520888147604,-0.0998876721140789,-0.5153474251352155,17,7,31,7
17835,304,257.0,0.0126519529595914,1.317078302762111,1.3042843349508924,1.3042843349508924,0.0052279285461737,15,5,21,0.9440823082860834,-0.0256841063313875,0.1119887028983351,-0.1155460485006787,-0.1594181247051147,-0.1155460485006787,4,11,25,10
13169,351,354.0,-0.0169100712789275,-0.110836101679669,0.6214084795684348,-0.3807270357470405,-0.0276859424387356,39,5,85,-0.0478335035657469,0.0494173005530692,0.3698487888951745,-0.8367026419785827,-0.8367026419785827,-0.8367026419785827,0,13,27,14
18854,206,346.0,0.0255115018286875,0.6107587992024678,0.6062935318566969,0.6062935318566969,-0.1010914559298713,17,14,32,0.4106525470764612,0.1246389792949718,1.2304869474929103,-1.7963282262245268,-1.7963282262245268,-1.8569298467194404,1,23,36,12
5169,311,205.0,0.0201517921224002,0.2731214536706116,1.444683814047378,-1.1081281571952877,5.032778698588219e-05,38,8,113,0.0216795272857858,0.1239728081959915,0.3898280359313635,-0.2829870043320653,-0.6095989665180787,-0.2829870043320653,8,19,52,25
4246,266,271.0,-0.107717020902166,-0.580327425876254,1.4452497259268628,-0.7626789790740682,-0.2374028214358455,29,8,43,0.1660120834176071,0.0058246907452472,-0.0098349799777045,0.3721967789486756,-0.0368917358952811,-0.0080810628304173,19,4,27,4
7726,165,292.0,0.4243383040550226,0.388627467378501,1.1935535397510029,-1.2338919660892071,0.2845982223910488,57,41,176,0.1031733899128603,-0.1975260619961492,0.7054221670225854,-0.7354577625663693,-0.7547197268315917,-0.7354577625663693,2,20,57,35
17970,212,161.0,-0.0020520572213655,1.1654587176794011,1.1643132898067348,1.1643132898067348,-0.006306302271516,26,5,32,0.3991958290211159,0.0071173500483971,0.1900063788585925,-0.1576340939752115,-0.1620882865467456,-0.1576340939752115,1,19,32,12
12981,418,428.0,-0.0917935535376832,0.0734740370928797,0.4597727773324265,-0.7549546509040069,-0.0955330037809329,29,4,46,0.1332440141154903,-0.0618543828203798,-0.1012495879910236,0.8747267069631018,-0.7498293608966321,-0.0673212427988054,22,3,35,10
5631,129,247.0,0.1366069383684216,0.5078379655739776,-0.6344924432187936,-0.8085688901618413,-0.6344924432187936,4,9,32,-0.8005844796421647,0.0810279834057133,0.4042723089157724,0.3489899657288632,-0.7991533086519229,-0.0837652094759325,36,19,94,39
10316,217,246.0,0.0683726814974272,-0.2112013222141873,0.5983099782302861,-0.595379308654398,-0.0714473319989125,54,19,83,0.5683186894339767,-0.0456855004324188,0.3571899577378027,-0.1136857243842795,-0.7373844545970902,-0.1136857243842795,11,8,36,17
10710,255,256.0,0.1379940727219654,-0.5969979702178223,1.3921752923608042,-1.1061005188158604,-0.0927112851085076,46,22,77,1.2806149198309509,-0.0257678292696632,0.4538801748528585,-0.1557987850189245,-0.8156529885121941,-0.1557987850189245,11,7,38,20
15541,225,243.0,-0.1471416150398509,1.024232680687055,1.02105901253444,1.02105901253444,-0.147714412585262,27,2,30,0.2425603616505954,0.0159479781124036,0.7626109121698951,-0.0374374695166693,-0.0438111675513013,-0.0374374695166693,1,5,27,21
16496,206,201.0,0.0749989899045014,-0.3974286941797296,2.0268899669263303,-1.3690005082255523,-0.2532992759198401,47,12,68,1.8193470603160105,-0.0908162177818548,0.5580541291238156,-1.4185575192076876,-1.6250614242558463,-1.4185575192076876,3,9,30,18
7414,172,285.0,0.5411196774275467,0.3651968796707518,1.3191984466723712,-1.3107230402723824,0.3560951768775068,57,37,193,0.1448448147062171,-0.1699775954806542,0.7428997211435068,-0.7777993925713498,-0.8541107669192738,-0.7777993925713498,4,17,56,35
3732,93,404.0,-0.1813859143949537,-1.2489421925731683,1.982570595488559,-1.8354708896761829,-0.1835689450287637,74,2,95,0.6978898430503606,0.0529039436061293,0.8461608178439687,-0.8125428186251532,-1.248779462178658,-0.8125428186251532,6,10,48,32
7945,166,301.0,0.1518715540977094,1.330094050273006,1.3008371074021166,1.3008371074021166,0.1276999551893541,29,11,41,0.901714088157298,-0.090838022813015,0.6199929689482101,-0.6075906436327952,-0.7266118363342786,-0.6075906436327952,6,18,56,32
13755,213,294.0,-0.000393624079386,0.9803397960510916,0.9572429070717328,0.9572429070717328,-0.0032384330545053,15,3,19,0.7338817155313656,-0.001433706695277,0.0096371559819157,-0.0092715639642969,-0.0092715639642969,-0.0132016390886506,3,10,21,8
19602,333,359.0,0.013544204090211,0.1492274836061463,1.3110230787465484,-0.7534686026503404,-0.0820520511989398,21,10,53,-0.1486310200797534,0.0405714334372322,0.7225450614104243,-0.1371982075983097,-0.2028298785992874,-0.1371982075983097,3,6,25,16
16798,132,398.0,0.3875059341249025,1.3357404008654106,1.035567765209281,1.035567765209281,0.3627264054825936,14,7,27,0.7707563276691388,0.8390572234148844,0.33375166237206,-0.2747075268883807,-0.2747075268883807,-0.5708362992918038,19,78,115,18
8486,189,298.0,0.2149233457355341,1.0780448769756414,1.0713825184421082,1.0713825184421082,-0.2741307762252092,76,30,107,0.2590753507263074,0.0091172899204585,0.3025056947640743,-0.6002959390332431,-0.710309594245123,-0.6002959390332431,5,20,43,18
7516,206,176.0,0.1266937925977191,1.688059294283352,1.220792312578452,1.220792312578452,-0.0400806078361751,26,18,48,0.5977297618050592,0.02417398785429,0.500209557099815,-0.615602524540469,-0.7795993376960325,-0.615602524540469,6,14,35,15
15334,219,263.0,0.0452312819496152,0.1323372859030551,0.9334778479693404,-0.5313563661330545,0.0066685851942841,27,14,123,0.0424824953082335,0.0146828070931553,0.1131627137992085,-0.1173369380396583,-0.25770365588832,-0.1173369380396583,7,8,31,16
1683,257,264.0,-0.1096084917545411,0.6378346294870371,0.6154417724026697,0.6154417724026697,-0.125753270207917,21,5,27,0.1553851544553778,0.014501067282347,0.3112245671828039,-0.0049134087878307,-0.1118765798251376,-0.0049134087878307,10,7,27,10
4714,361,354.0,0.0105122938036333,0.3100582049813279,0.2320858291106489,-0.60543601987785,0.0064099509987808,29,6,67,-0.1103078638811827,0.0012264956763788,1.06424879768275,0.1918652556433954,-1.4550968421476314,0.0005778647655599,29,2,46,15
22355,238,247.0,-0.1176042938431458,-0.4071400653563028,1.2546172762886505,-0.6348175648763255,-0.1195539576614192,26,3,37,0.1490994741062906,-0.0495316652159471,0.4384159471640282,-0.0575590073748732,-0.0575590073748732,-0.0783953676254712,4,8,22,10
20136,264,635.0,0.0514051485339374,0.4729988649383698,0.4662894901527101,0.4662894901527101,0.0483315391564601,15,4,20,0.3169335050798078,0.0137455488367611,0.4184723175089619,0.0159584005534852,-0.4526561652434246,-0.0138815863831993,21,8,41,12
12364,313,318.0,0.3774300835463516,0.2046957416974167,0.5457345618731899,-0.56768297688689,0.1595917117012055,21,7,101,-0.241606021635914,0.067262584899213,0.7014064321365174,-0.3875591036365448,-0.3875591036365448,-0.8055672989209962,8,37,68,23
17469,129,350.0,0.5540948906689857,0.1686962036874311,0.8917040188691848,-0.6910837461968257,0.2998333037089921,31,32,73,0.457319023416377,0.3398301938374299,0.7880732793216235,0.1595808213021891,-1.4654308952103885,0.1486097085650126,21,39,81,21
578,182,373.0,0.0496625976444045,0.3339912593172542,-0.4978480437170565,-0.7656138970215491,-0.4978480437170565,5,13,33,-0.7564846701524919,-0.0342620165854567,0.4323714072497391,-0.1196974729742784,-0.5680452086120417,-0.1196974729742784,8,6,37,23
11661,327,330.0,-0.0121263721382568,1.7606455670789003,1.7045119209606572,1.7045119209606572,-0.0871726840587447,11,7,19,1.0613634335301396,0.0463000732914702,1.1901374662767816,1.0775597355051627,1.0775597355051627,0.0367376371901686,12,5,19,2
16240,201,192.0,-0.1618849933928289,-0.7902955331492387,2.211199401619613,-1.164427416406737,-0.1962992713913312,26,5,39,0.0429980015686869,0.2610921538045762,0.7652142392939059,-2.34307565471531,-2.7951734193731377,-2.34307565471531,3,9,27,15
19263,221,482.0,-0.0188742869021143,0.623195772779222,1.7175876718147935,-1.4654535762714411,-0.1024951750072692,50,7,182,-0.1009670053121703,0.0259192507122767,0.0495335916536803,1.3385405889570745,0.0494380392626222,-1.217042581720678,46,24,71,1
334,182,183.0,0.3092065292716002,0.4974835835213063,0.4232902664676131,-1.261024651565816,-0.2107776844656083,58,41,143,0.3499317150717661,0.015547587055582,0.460854856567824,0.0797743504586772,-0.956540738683796,-0.0054948424221553,27,11,50,12
17038,314,282.0,-0.1319574956092476,-0.5049351260310532,1.488408243377186,-0.540727574469266,-0.1340215158227133,49,7,60,1.2582167584350858,0.1667073486518322,0.8568392320122021,-0.7013240181200292,-0.8816235436994255,-0.7013240181200292,4,12,52,36
6814,161,172.0,-0.2253788592574863,0.5063321154741431,-0.5548620173503971,-0.9259655818946344,-0.5548620173503971,6,16,46,-0.8749390681616727,-0.0274496997838505,0.5233134804640936,-0.2117969143671878,-0.2117969143671878,-0.2121995659262718,1,16,37,20
22293,228,230.0,-0.0908342315684319,-0.425237772972746,1.3448300414180985,-0.6764564269028257,-0.1179156228909062,26,9,42,0.3471238855514872,-0.0814895819722259,0.50058200756786,-0.0751238833091457,-0.0751238833091457,-0.083477608254871,2,2,13,9
19484,360,330.0,0.0086184256760976,1.2287425206137053,1.2196056991413635,1.2196056991413635,-0.0890109357302046,9,6,16,0.8885092928659952,0.0678948658372774,0.7225483147298261,-0.0481080492125698,-0.1682412480920931,-0.0481080492125698,4,5,24,15
15175,146,260.0,0.1192898486732391,0.5734130973554623,-0.6302152465903249,-0.8694633809875506,-0.6302152465903249,4,15,44,-0.8425033161290226,0.0668666777658913,-0.3123819689244004,0.5755868009657843,-0.4729994806011791,-0.0686341572792074,68,11,109,30
4585,366,383.0,0.2819358681689624,0.36714778318697,1.5565812099392944,-1.1209792996145398,0.2162472207073359,26,3,143,-0.345353822944324,0.2844729113554701,-0.0593030806818699,0.6707838740709794,-0.3382135077934659,-0.371978093416154,21,8,52,23
18687,300,149.0,0.104828472360368,-0.116468924650398,0.5678917376387853,-0.4498130773256875,-0.2484205761307704,30,19,90,0.188907460112801,0.0670798701007613,0.4500567135672467,-0.5316341552304462,-0.8897761071228077,-0.5316341552304462,4,6,21,11
5723,130,252.0,0.3447834277230152,1.9629356341971784,0.413480559650034,-2.098931185209094,0.2203631744103053,23,33,91,-1.2877012508342889,-0.014179739366517,1.0025506827552242,-0.0229444083739308,-0.1070920431252824,-0.0229444083739308,11,5,33,17
22309,234,239.0,-0.1111316425647489,-0.3644721284528959,1.2310419905930063,-0.6393759711825103,-0.1258622497447677,25,4,37,0.02505864323046,-0.0293421027957636,0.4653063520660447,-0.0559006725291862,-0.0559006725291862,-0.0794798176499872,4,8,21,9
4306,433,453.0,0.249158764819982,0.3991056711036184,1.545582700725896,-1.0261749128724795,0.0036053890933493,28,6,155,-0.3643388397954786,0.228030032270379,0.0119372983898789,0.3925525111921712,-0.0551476145618161,-0.5930451081228095,18,9,33,6
9282,176,231.0,0.0259450199270574,0.360988769713564,1.3281755041345835,-1.2532661304107324,-0.0659693591498364,50,9,131,-0.5057723915941146,-0.0526328597537089,0.2802295050465881,0.0967645728145694,0.0967645728145694,-0.0634250326952073,24,8,41,9
19341,228,396.0,-0.0808167345829619,0.5966252679791666,1.7556298846473646,-1.481626385674351,-0.1536257807864433,47,13,165,0.121922261689944,0.0421744835988195,0.9003212263304063,0.8974493245831667,0.8974493245831667,-0.8926161660357239,18,37,56,1
11685,332,335.0,-0.0052754102162494,-0.2936268682117331,1.816066308250301,-0.7873175820780725,-0.0734535797795078,23,7,38,0.18598018641841,0.0498636966868473,1.1241217572049609,1.0972549789549724,1.0972549789549724,0.0383309680087226,12,5,18,1
7250,213,199.0,0.0397032435985149,-0.238582189737453,1.311538029233542,-0.5576917092553125,0.0209324741713709,24,6,39,0.1779169106807571,-0.0889969631061709,0.0619522572257794,-0.1379433577319829,-0.1897427383977774,-0.1379433577319829,5,8,33,20
676,192,483.0,0.5180399112119293,0.5457822424373495,0.3178983496585242,-0.7477180167784833,-0.452558027855629,72,50,209,-0.2177671178958092,-0.1844405580542905,0.1881154360994096,-0.5619718663670015,-0.5855407415169155,-0.5619718663670015,3,13,29,13
17911,177,322.0,0.0988469317670814,-0.2665603928391501,0.9503893380751064,-0.3991598607885242,-0.0362411218609667,70,30,106,0.6436192134975034,0.1028888708525088,0.6948093035262396,-0.6813543675397562,-0.8183783552486518,-0.6813543675397562,4,16,59,39
7538,197,278.0,0.2258353952122917,0.9265146447947372,0.8956784203162816,0.8956784203162816,-0.2378218612947169,87,29,118,0.2410504346990171,0.027499388138203,0.7312352543485005,-0.7764215753531792,-0.8202982272123871,-0.7764215753531792,4,21,62,37
5102,149,463.0,0.1674366063928365,0.3191367248765256,-0.0970953895307872,-0.099350605400056,-0.0970953895307872,2,36,57,-0.0991196875895664,0.066048455847998,0.0431720126391738,0.0654112801527486,-0.3103847640487421,0.0654112801527486,19,1,32,12
16552,205,204.0,-0.1339455928792779,-0.8946791383822102,2.382167538737926,-1.265506415760879,-0.1695444697711543,29,6,44,0.1574929842749991,0.3592849240801107,1.2722966672969298,-2.774122465469999,-2.774122465469999,-2.774122465469999,0,13,31,18
22439,151,162.0,0.1221191784424353,-0.36287635423113,1.2257507141105757,-0.5090839252205909,0.0963808488881496,29,7,42,0.2948409814866626,0.1270845509265399,0.543536655264013,-0.0964659963491473,-0.0964659963491473,-0.0964659963491473,0,21,31,10
9992,237,362.0,0.1530925103062188,1.537740407053024,1.4252440632652494,1.4252440632652494,-0.1584551580951678,22,31,54,0.213018584942375,-0.0314933016160387,0.1131121880147588,0.0672670643035641,-0.4680386905130893,-0.043319560207355,23,5,39,11
7784,265,209.0,-0.1012107511134294,-0.3762900922878865,1.1352125771082802,-0.6328538170443109,-0.1082511499397014,24,4,36,0.0065487652430413,0.0482663376458997,0.1357628764384212,-0.0631826022610551,-0.1596973097172257,-0.0631826022610551,4,11,25,10
21448,130,297.0,0.5382473338300809,1.1810667532466554,-1.078261144242581,-1.951400326036545,-1.078261144242581,6,9,48,-1.8683916983304487,0.3904301809083499,0.6827812560999296,-0.5119651433699582,-0.54580843542177,-0.5119651433699582,2,58,76,16
21374,150,281.0,1.0370825846853224,1.1214575357143006,-1.175148321290414,-2.073386858104977,-1.175148321290414,5,9,46,-2.018378611865193,-0.2279102052177493,0.7020606211197353,-0.3465187576009086,-0.3465187576009086,-0.3656817045705469,2,13,30,15
782,395,215.0,-0.1308111797752071,1.858650956616073,1.8194016419472827,1.8194016419472827,-0.1787194840643284,10,6,17,1.3984184265338635,0.0146135020403285,0.2118700653345678,-0.0593986211505389,-0.0630044916948043,-0.0593986211505389,1,9,18,8
3336,227,446.0,2.0499646502230826,-0.5821899723399125,1.994380696276384,-2.183405914890466,1.994380696276384,27,2,74,-1.1993043907799528,0.1464398489366442,1.0834810449094618,-1.005105902317177,-1.005105902317177,-1.4989554398460123,8,16,47,23
2055,387,393.0,0.0278707084929095,0.514624986027906,0.4262953077612286,0.4262953077612286,0.0263996635728775,17,3,23,0.3377031181285648,0.0468569860916263,-0.6755057391706647,1.484505373637428,-0.9018248984948314,0.0424770561674421,32,2,42,8
12885,394,404.0,-0.0580452071672317,-0.0178466064549171,0.6684912671606488,-0.7618934450286289,-0.0625563746877025,27,4,42,0.2745290624075863,-0.0468179266586525,-0.2591435661281173,1.1543958417463254,-0.5713904977058902,-0.0742251054600891,30,8,45,7
16601,197,205.0,-0.1440868285209681,-0.6674786002980344,2.2015713686844967,-1.312988966432799,-0.1564262291496834,25,3,37,0.0433268850038743,-0.0469104726054038,0.7323215632741579,-1.3698206250909235,-1.7928786892761914,-1.3698206250909235,4,9,27,14
1796,244,246.0,-0.0784413391276654,0.5063067577901418,0.4924495005625455,0.4924495005625455,-0.0970361531798085,11,6,18,0.2813828465311703,0.0009060266088919,0.1354611943026893,-0.0059795537066652,-0.1579691410495018,-0.0059795537066652,11,2,23,10
11504,285,294.0,-0.0757972911444673,0.9359194984226956,-0.0081547175038105,-0.0081547175038105,-0.1772461362037317,4,9,20,-0.099283934675912,-0.0337120005347359,-0.1341634469399558,0.5332019357358031,-0.2705792825179399,-0.0915275317739202,21,12,41,8
16858,280,270.0,0.0809811190675832,1.3459642338531614,1.3174575074895842,1.3174575074895842,-0.0519693635901997,37,24,62,0.509897440341995,0.1115974585861239,0.6873083016062153,-0.3842507574736051,-0.6339264552507824,-0.3842507574736051,7,11,49,31
1432,265,263.0,-0.0443402636456576,0.4257502848727784,1.348788818193021,-1.3162403300176082,-0.0821767158965845,36,7,136,-0.3347458922093164,0.1091283230122471,0.6344554637795163,-0.6986435523086533,-1.0756691089403996,-0.6986435523086533,5,11,52,36
12382,317,300.0,0.3952919760333381,0.3155507168332153,0.3380164193746469,-0.384069714192202,-0.0201035058674987,19,8,91,-0.2636505231665101,0.0421750172289931,0.5557287466640457,-0.3682309230681566,-0.3682309230681566,-0.6680036093463182,7,18,46,21
9693,187,185.0,-0.0217494077136936,0.9301053419945816,0.9205140793369216,0.9205140793369216,-0.022337481659429,29,3,33,0.2579495837761676,0.0098212432474259,0.1055942591075401,-0.018866778604301,-0.3130516494434469,-0.018866778604301,9,3,24,12
12072,275,267.0,-0.0488587378380743,0.2546515354081229,1.2402789553096334,-0.6832455665076566,-0.0498419670376051,38,3,118,-0.5192700365991598,0.0023699816233226,0.214979842299075,-0.3026880120102996,-0.3108775347044876,-0.3026880120102996,1,19,44,24
9209,192,280.0,-0.0443826054764752,1.024835240191358,0.9839628865308844,0.9839628865308844,-0.0976444465801525,10,6,17,0.7205514817913299,0.0319735100246828,0.0794851222400397,0.0816031210822666,-0.245191874663344,-0.0318089300775751,21,8,43,14
11301,280,271.0,0.0529800230885722,1.275052522608422,1.2485185867654751,1.2485185867654751,0.0394767932462387,22,5,28,0.5387755338150304,0.1400991974602533,0.5469432033906171,0.6379246649309033,-1.01861579398433,0.0753679537589127,24,7,47,16
